,sample,Spot_col,Spot_row,col,row,in_tissue,Tissue,Brain
104x76,P0-1,104,76,1792,757,1,Brain,Mb
104x77,P0-1,104,77,1788,766,1,Brain,Mb
104x78,P0-1,104,78,1786,775,1,Brain,Mb
104x79,P0-1,104,79,1783,785,1,Brain,Mb
104x80,P0-1,104,80,1781,793,1,Brain,Mb
104x81,P0-1,104,81,1778,803,1,Brain,Mb
104x82,P0-1,104,82,1776,813,1,Brain,Mb
104x83,P0-1,104,83,1773,821,1,Brain,Mb
104x84,P0-1,104,84,1771,831,1,Brain,Mb
104x85,P0-1,104,85,1768,840,1,Brain,Mb
104x86,P0-1,104,86,1765,849,1,Brain,Mb
104x87,P0-1,104,87,1763,858,1,Brain,Mb
104x88,P0-1,104,88,1760,867,1,Brain,Mb
104x89,P0-1,104,89,1757,877,1,Brain,Mb
104x90,P0-1,104,90,1755,886,1,Brain,Mb
104x91,P0-1,104,91,1752,895,1,Brain,Mb
104x92,P0-1,104,92,1750,904,1,Brain,Mb
104x93,P0-1,104,93,1748,914,1,Brain,Mb
104x94,P0-1,104,94,1745,922,1,Brain,Mb
104x95,P0-1,104,95,1742,932,1,Brain,Mb
104x96,P0-1,104,96,1739,942,1,Brain,Mb
104x97,P0-1,104,97,1737,950,1,Brain,Mb
104x98,P0-1,104,98,1734,960,1,Brain,Mb
104x99,P0-1,104,99,1732,969,1,Brain,Mb IC
105x100,P0-1,105,100,1738,981,1,Brain,Medulla and Pons(Hb)
105x101,P0-1,105,101,1736,989,1,Brain,Mb IC
105x102,P0-1,105,102,1733,999,1,Brain,Mb IC
105x103,P0-1,105,103,1730,1009,1,Brain,Mb IC
105x104,P0-1,105,104,1728,1017,1,Brain,Mb IC
105x105,P0-1,105,105,1725,1027,1,Brain,Mb IC
105x106,P0-1,105,106,1723,1036,1,Brain,Medulla and Pons(Hb)
105x107,P0-1,105,107,1721,1045,1,Brain,Medulla and Pons(Hb)
105x108,P0-1,105,108,1718,1054,1,Brain,Medulla and Pons(Hb)
105x109,P0-1,105,109,1715,1063,1,Brain,Medulla and Pons(Hb)
105x110,P0-1,105,110,1712,1073,1,Brain,Medulla and Pons(Hb)
105x111,P0-1,105,111,1710,1082,1,Brain,Medulla and Pons(Hb)
105x112,P0-1,105,112,1707,1091,1,Brain,Medulla and Pons(Hb)
105x113,P0-1,105,113,1705,1100,1,Brain,Medulla and Pons(Hb)
105x114,P0-1,105,114,1702,1110,1,Brain,Medulla and Pons(Hb)
105x115,P0-1,105,115,1700,1118,1,Brain,Medulla and Pons(Hb)
105x116,P0-1,105,116,1697,1128,1,Brain,Medulla and Pons(Hb)
105x117,P0-1,105,117,1695,1138,1,Brain,Medulla and Pons(Hb)
105x118,P0-1,105,118,1691,1146,1,Brain,Medulla and Pons(Hb)
105x119,P0-1,105,119,1689,1156,1,Brain,Medulla and Pons(Hb)
105x120,P0-1,105,120,1687,1165,1,Brain,Medulla and Pons(Hb)
105x121,P0-1,105,121,1684,1174,1,Brain,Medulla and Pons(Hb)
105x122,P0-1,105,122,1682,1183,1,Brain,Medulla and Pons(Hb)
105x123,P0-1,105,123,1679,1193,1,Brain,Mb
105x124,P0-1,105,124,1676,1202,1,Brain,Medulla and Pons(Hb)
105x125,P0-1,105,125,1674,1211,1,Brain,Medulla and Pons(Hb)
105x126,P0-1,105,126,1672,1221,1,Brain,CbN
105x127,P0-1,105,127,1668,1229,1,Brain,Medulla and Pons(Hb)
105x128,P0-1,105,128,1666,1239,1,Brain,Medulla and Pons(Hb)
105x129,P0-1,105,129,1663,1247,1,Brain,Medulla and Pons(Hb)
105x130,P0-1,105,130,1661,1257,1,Brain,Medulla and Pons(Hb)
105x131,P0-1,105,131,1658,1267,1,Brain,Medulla and Pons(Hb)
105x132,P0-1,105,132,1656,1275,1,Brain,Medulla and Pons(Hb)
105x133,P0-1,105,133,1653,1285,1,Brain,Medulla and Pons(Hb)
105x134,P0-1,105,134,1651,1294,1,Brain,Medulla and Pons(Hb)
105x135,P0-1,105,135,1648,1303,1,Brain,Medulla and Pons(Hb)
105x136,P0-1,105,136,1645,1312,1,Brain,Medulla and Pons(Hb)
105x137,P0-1,105,137,1642,1321,1,Brain,Medulla and Pons(Hb)
105x138,P0-1,105,138,1640,1331,1,Brain,Medulla and Pons(Hb)
105x139,P0-1,105,139,1637,1340,1,Brain,Medulla and Pons(Hb)
105x140,P0-1,105,140,1635,1349,1,Brain,Medulla and Pons(Hb)
105x141,P0-1,105,141,1633,1358,1,Brain,Medulla and Pons(Hb)
105x142,P0-1,105,142,1630,1368,1,Brain,Medulla and Pons(Hb)
105x143,P0-1,105,143,1628,1376,1,Brain,Medulla and Pons(Hb)
105x144,P0-1,105,144,1625,1386,1,Brain,Medulla and Pons(Hb)
105x145,P0-1,105,145,1622,1396,1,Brain,Medulla and Pons(Hb)
105x146,P0-1,105,146,1619,1404,1,Brain,Medulla and Pons(Hb)
105x147,P0-1,105,147,1617,1414,1,Brain,Medulla and Pons(Hb)
105x148,P0-1,105,148,1614,1423,1,Brain,Medulla and Pons(Hb)
105x149,P0-1,105,149,1612,1432,1,Brain,Medulla and Pons(Hb)
105x150,P0-1,105,150,1609,1441,1,Brain,Medulla and Pons(Hb)
105x151,P0-1,105,151,1590,1510,1,Brain,Medulla and Pons(Hb)
105x152,P0-1,105,152,1587,1520,1,Brain,Medulla and Pons(Hb)
105x153,P0-1,105,153,1585,1529,1,Brain,Medulla and Pons(Hb)
105x154,P0-1,105,154,1582,1538,1,Brain,Medulla and Pons(Hb)
105x155,P0-1,105,155,1580,1548,1,Brain,Medulla and Pons(Hb)
105x156,P0-1,105,156,1577,1557,1,Brain,Medulla and Pons(Hb)
105x157,P0-1,105,157,1574,1566,1,Brain,Medulla and Pons(Hb)
105x158,P0-1,105,158,1571,1575,1,Brain,Medulla and Pons(Hb)
105x159,P0-1,105,159,1569,1584,1,Brain,Medulla and Pons(Hb)
105x160,P0-1,105,160,1567,1593,1,Brain,Medulla and Pons(Hb)
105x161,P0-1,105,161,1564,1603,1,Brain,Medulla and Pons(Hb)
105x162,P0-1,105,162,1561,1612,1,Brain,Medulla and Pons(Hb)
105x163,P0-1,105,163,1559,1621,1,Brain,Medulla and Pons(Hb)
105x72,P0-1,105,72,1811,723,1,Brain,Mb
105x73,P0-1,105,73,1808,731,1,Brain,Mb
105x74,P0-1,105,74,1805,741,1,Brain,Mb
105x75,P0-1,105,75,1803,750,1,Brain,Mb
105x76,P0-1,105,76,1800,759,1,Brain,Mb
105x77,P0-1,105,77,1798,769,1,Brain,Mb
105x78,P0-1,105,78,1795,778,1,Brain,Mb
105x79,P0-1,105,79,1793,787,1,Brain,Mb
105x80,P0-1,105,80,1790,796,1,Brain,Mb
105x81,P0-1,105,81,1788,806,1,Brain,Mb
105x82,P0-1,105,82,1784,815,1,Brain,Mb
105x83,P0-1,105,83,1782,824,1,Brain,Mb
105x84,P0-1,105,84,1779,833,1,Brain,Mb
105x85,P0-1,105,85,1777,842,1,Brain,Mb
105x86,P0-1,105,86,1775,852,1,Brain,Mb
105x87,P0-1,105,87,1772,860,1,Brain,Mb
105x88,P0-1,105,88,1770,870,1,Brain,Mb
105x89,P0-1,105,89,1767,880,1,Brain,Mb
105x90,P0-1,105,90,1765,888,1,Brain,Mb
105x91,P0-1,105,91,1761,898,1,Brain,Mb
105x92,P0-1,105,92,1759,906,1,Brain,Mb
105x93,P0-1,105,93,1756,916,1,Brain,Mb
105x94,P0-1,105,94,1754,925,1,Brain,Mb
105x95,P0-1,105,95,1751,934,1,Brain,Mb
105x96,P0-1,105,96,1749,944,1,Brain,Mb IC
105x97,P0-1,105,97,1746,953,1,Brain,Mb
105x98,P0-1,105,98,1744,962,1,Brain,Mb
105x99,P0-1,105,99,1741,971,1,Brain,Mb
106x100,P0-1,106,100,1748,983,1,Brain,Mb
106x101,P0-1,106,101,1745,993,1,Brain,Mb IC
106x102,P0-1,106,102,1743,1001,1,Brain,Mb IC
106x103,P0-1,106,103,1740,1011,1,Brain,Mb
106x104,P0-1,106,104,1738,1020,1,Brain,Mb
106x105,P0-1,106,105,1735,1029,1,Brain,Mb
106x106,P0-1,106,106,1732,1038,1,Brain,Mb
106x107,P0-1,106,107,1729,1048,1,Brain,Medulla and Pons(Hb)
106x108,P0-1,106,108,1727,1057,1,Brain,Medulla and Pons(Hb)
106x109,P0-1,106,109,1724,1066,1,Brain,Medulla and Pons(Hb)
106x110,P0-1,106,110,1722,1076,1,Brain,Medulla and Pons(Hb)
106x111,P0-1,106,111,1719,1084,1,Brain,Medulla and Pons(Hb)
106x112,P0-1,106,112,1717,1094,1,Brain,Medulla and Pons(Hb)
106x113,P0-1,106,113,1714,1103,1,Brain,Medulla and Pons(Hb)
106x114,P0-1,106,114,1712,1112,1,Brain,Medulla and Pons(Hb)
106x115,P0-1,106,115,1708,1122,1,Brain,Medulla and Pons(Hb)
106x116,P0-1,106,116,1706,1130,1,Brain,Medulla and Pons(Hb)
106x117,P0-1,106,117,1703,1140,1,Brain,Medulla and Pons(Hb)
106x118,P0-1,106,118,1701,1149,1,Brain,Medulla and Pons(Hb)
106x119,P0-1,106,119,1699,1158,1,Brain,Medulla and Pons(Hb)
106x120,P0-1,106,120,1696,1167,1,Brain,Medulla and Pons(Hb)
106x121,P0-1,106,121,1694,1177,1,Brain,Medulla and Pons(Hb)
106x122,P0-1,106,122,1691,1186,1,Brain,Medulla and Pons(Hb)
106x123,P0-1,106,123,1689,1195,1,Brain,Medulla and Pons(Hb)
106x124,P0-1,106,124,1685,1205,1,Brain,Medulla and Pons(Hb)
106x125,P0-1,106,125,1683,1213,1,Brain,Medulla and Pons(Hb)
106x126,P0-1,106,126,1680,1223,1,Brain,Medulla and Pons(Hb)
106x127,P0-1,106,127,1678,1232,1,Brain,Medulla and Pons(Hb)
106x128,P0-1,106,128,1675,1241,1,Brain,Medulla and Pons(Hb)
106x129,P0-1,106,129,1673,1251,1,Brain,Medulla and Pons(Hb)
106x130,P0-1,106,130,1670,1260,1,Brain,Medulla and Pons(Hb)
106x131,P0-1,106,131,1668,1269,1,Brain,Medulla and Pons(Hb)
106x132,P0-1,106,132,1665,1278,1,Brain,Medulla and Pons(Hb)
106x133,P0-1,106,133,1662,1287,1,Brain,Medulla and Pons(Hb)
106x134,P0-1,106,134,1660,1296,1,Brain,Medulla and Pons(Hb)
106x135,P0-1,106,135,1657,1306,1,Brain,Medulla and Pons(Hb)
106x136,P0-1,106,136,1654,1315,1,Brain,Medulla and Pons(Hb)
106x137,P0-1,106,137,1652,1324,1,Brain,Medulla and Pons(Hb)
106x138,P0-1,106,138,1649,1334,1,Brain,Medulla and Pons(Hb)
106x139,P0-1,106,139,1647,1342,1,Brain,Medulla and Pons(Hb)
106x140,P0-1,106,140,1645,1352,1,Brain,Medulla and Pons(Hb)
106x141,P0-1,106,141,1642,1361,1,Brain,Medulla and Pons(Hb)
106x142,P0-1,106,142,1639,1370,1,Brain,Medulla and Pons(Hb)
106x143,P0-1,106,143,1636,1380,1,Brain,Medulla and Pons(Hb)
106x144,P0-1,106,144,1634,1388,1,Brain,Medulla and Pons(Hb)
106x145,P0-1,106,145,1631,1398,1,Brain,Medulla and Pons(Hb)
106x146,P0-1,106,146,1629,1407,1,Brain,Medulla and Pons(Hb)
106x147,P0-1,106,147,1626,1416,1,Brain,Medulla and Pons(Hb)
106x148,P0-1,106,148,1624,1425,1,Brain,Medulla and Pons(Hb)
106x149,P0-1,106,149,1621,1435,1,Brain,Medulla and Pons(Hb)
106x150,P0-1,106,150,1619,1445,1,Brain,Medulla and Pons(Hb)
106x151,P0-1,106,151,1599,1513,1,Brain,Medulla and Pons(Hb)
106x152,P0-1,106,152,1597,1522,1,Brain,Medulla and Pons(Hb)
106x153,P0-1,106,153,1594,1531,1,Brain,Medulla and Pons(Hb)
106x154,P0-1,106,154,1591,1541,1,Brain,Medulla and Pons(Hb)
106x155,P0-1,106,155,1588,1550,1,Brain,Medulla and Pons(Hb)
106x156,P0-1,106,156,1586,1559,1,Brain,Medulla and Pons(Hb)
106x157,P0-1,106,157,1583,1569,1,Brain,Medulla and Pons(Hb)
106x158,P0-1,106,158,1581,1577,1,Brain,Medulla and Pons(Hb)
106x159,P0-1,106,159,1579,1587,1,Brain,Medulla and Pons(Hb)
106x160,P0-1,106,160,1576,1596,1,Brain,Medulla and Pons(Hb)
106x161,P0-1,106,161,1574,1605,1,Brain,Medulla and Pons(Hb)
106x162,P0-1,106,162,1571,1615,1,Brain,Medulla and Pons(Hb)
106x163,P0-1,106,163,1568,1623,1,Brain,Medulla and Pons(Hb)
106x72,P0-1,106,72,1820,725,1,Brain,Mb
106x73,P0-1,106,73,1817,735,1,Brain,Mb
106x74,P0-1,106,74,1815,743,1,Brain,Mb
106x75,P0-1,106,75,1812,753,1,Brain,Mb
106x76,P0-1,106,76,1810,762,1,Brain,Mb
106x77,P0-1,106,77,1807,771,1,Brain,Mb
106x78,P0-1,106,78,1804,780,1,Brain,Mb
106x79,P0-1,106,79,1802,789,1,Brain,Mb
106x80,P0-1,106,80,1799,799,1,Brain,Mb
106x81,P0-1,106,81,1797,808,1,Brain,Mb
106x82,P0-1,106,82,1794,818,1,Brain,Mb
106x83,P0-1,106,83,1792,826,1,Brain,Mb
106x84,P0-1,106,84,1789,836,1,Brain,Mb
106x85,P0-1,106,85,1787,845,1,Brain,Mb
106x86,P0-1,106,86,1784,854,1,Brain,Mb
106x87,P0-1,106,87,1781,864,1,Brain,Mb
106x88,P0-1,106,88,1778,872,1,Brain,Mb
106x89,P0-1,106,89,1776,882,1,Brain,Mb
106x90,P0-1,106,90,1773,891,1,Brain,Mb
106x91,P0-1,106,91,1771,900,1,Brain,Mb
106x92,P0-1,106,92,1768,909,1,Brain,Mb
106x93,P0-1,106,93,1766,919,1,Brain,Mb
106x94,P0-1,106,94,1763,928,1,Brain,Mb
106x95,P0-1,106,95,1761,937,1,Brain,Mb
106x96,P0-1,106,96,1758,947,1,Brain,Mb
106x97,P0-1,106,97,1755,955,1,Brain,Mb
106x98,P0-1,106,98,1752,965,1,Brain,Mb
106x99,P0-1,106,99,1750,973,1,Brain,Mb
107x100,P0-1,107,100,1757,986,1,Brain,Mb
107x101,P0-1,107,101,1755,995,1,Brain,Mb
107x102,P0-1,107,102,1751,1004,1,Brain,Mb
107x103,P0-1,107,103,1749,1013,1,Brain,Mb
107x104,P0-1,107,104,1746,1022,1,Brain,Mb
107x105,P0-1,107,105,1744,1032,1,Brain,Mb
107x106,P0-1,107,106,1741,1041,1,Brain,Mb
107x107,P0-1,107,107,1739,1050,1,Brain,Medulla and Pons(Hb)
107x108,P0-1,107,108,1736,1060,1,Brain,Medulla and Pons(Hb)
107x109,P0-1,107,109,1734,1069,1,Brain,Medulla and Pons(Hb)
107x110,P0-1,107,110,1731,1078,1,Brain,Medulla and Pons(Hb)
107x111,P0-1,107,111,1728,1087,1,Brain,Medulla and Pons(Hb)
107x112,P0-1,107,112,1726,1096,1,Brain,Medulla and Pons(Hb)
107x113,P0-1,107,113,1723,1105,1,Brain,Medulla and Pons(Hb)
107x114,P0-1,107,114,1721,1115,1,Brain,Medulla and Pons(Hb)
107x115,P0-1,107,115,1718,1124,1,Brain,Medulla and Pons(Hb)
107x116,P0-1,107,116,1716,1133,1,Brain,Medulla and Pons(Hb)
107x117,P0-1,107,117,1713,1143,1,Brain,Medulla and Pons(Hb)
107x118,P0-1,107,118,1711,1151,1,Brain,Medulla and Pons(Hb)
107x119,P0-1,107,119,1708,1161,1,Brain,Medulla and Pons(Hb)
107x120,P0-1,107,120,1705,1169,1,Brain,Medulla and Pons(Hb)
107x121,P0-1,107,121,1702,1179,1,Brain,Medulla and Pons(Hb)
107x122,P0-1,107,122,1700,1189,1,Brain,Medulla and Pons(Hb)
107x123,P0-1,107,123,1697,1197,1,Brain,Medulla and Pons(Hb)
107x124,P0-1,107,124,1695,1207,1,Brain,Medulla and Pons(Hb)
107x125,P0-1,107,125,1692,1216,1,Brain,Medulla and Pons(Hb)
107x126,P0-1,107,126,1690,1225,1,Brain,Medulla and Pons(Hb)
107x127,P0-1,107,127,1688,1234,1,Brain,Medulla and Pons(Hb)
107x128,P0-1,107,128,1685,1244,1,Brain,Medulla and Pons(Hb)
107x129,P0-1,107,129,1681,1253,1,Brain,Medulla and Pons(Hb)
107x130,P0-1,107,130,1679,1262,1,Brain,Medulla and Pons(Hb)
107x131,P0-1,107,131,1676,1272,1,Brain,Medulla and Pons(Hb)
107x132,P0-1,107,132,1674,1280,1,Brain,Medulla and Pons(Hb)
107x133,P0-1,107,133,1672,1290,1,Brain,Medulla and Pons(Hb)
107x134,P0-1,107,134,1669,1299,1,Brain,Medulla and Pons(Hb)
107x135,P0-1,107,135,1667,1308,1,Brain,Medulla and Pons(Hb)
107x136,P0-1,107,136,1664,1318,1,Brain,Medulla and Pons(Hb)
107x137,P0-1,107,137,1662,1327,1,Brain,Medulla and Pons(Hb)
107x138,P0-1,107,138,1658,1336,1,Brain,Medulla and Pons(Hb)
107x139,P0-1,107,139,1656,1345,1,Brain,Medulla and Pons(Hb)
107x140,P0-1,107,140,1653,1354,1,Brain,Medulla and Pons(Hb)
107x141,P0-1,107,141,1651,1363,1,Brain,Medulla and Pons(Hb)
107x142,P0-1,107,142,1648,1373,1,Brain,Medulla and Pons(Hb)
107x143,P0-1,107,143,1646,1382,1,Brain,Medulla and Pons(Hb)
107x144,P0-1,107,144,1643,1391,1,Brain,Medulla and Pons(Hb)
107x145,P0-1,107,145,1641,1401,1,Brain,Medulla and Pons(Hb)
107x146,P0-1,107,146,1638,1409,1,Brain,Medulla and Pons(Hb)
107x147,P0-1,107,147,1635,1419,1,Brain,Medulla and Pons(Hb)
107x148,P0-1,107,148,1633,1428,1,Brain,Medulla and Pons(Hb)
107x149,P0-1,107,149,1630,1437,1,Brain,Medulla and Pons(Hb)
107x150,P0-1,107,150,1627,1447,1,Brain,Medulla and Pons(Hb)
107x151,P0-1,107,151,1608,1515,1,Brain,Medulla and Pons(Hb)
107x152,P0-1,107,152,1606,1525,1,Brain,Medulla and Pons(Hb)
107x153,P0-1,107,153,1603,1534,1,Brain,Medulla and Pons(Hb)
107x154,P0-1,107,154,1601,1543,1,Brain,Medulla and Pons(Hb)
107x155,P0-1,107,155,1598,1553,1,Brain,Medulla and Pons(Hb)
107x156,P0-1,107,156,1596,1562,1,Brain,Medulla and Pons(Hb)
107x157,P0-1,107,157,1593,1571,1,Brain,Medulla and Pons(Hb)
107x158,P0-1,107,158,1591,1580,1,Brain,Medulla and Pons(Hb)
107x159,P0-1,107,159,1587,1589,1,Brain,Medulla and Pons(Hb)
107x160,P0-1,107,160,1585,1599,1,Brain,Medulla and Pons(Hb)
107x161,P0-1,107,161,1582,1608,1,Brain,Medulla and Pons(Hb)
107x71,P0-1,107,71,1832,718,1,Brain,Mb
107x72,P0-1,107,72,1829,728,1,Brain,Mb
107x73,P0-1,107,73,1827,737,1,Brain,Mb
107x74,P0-1,107,74,1825,746,1,Brain,Mb
107x75,P0-1,107,75,1821,755,1,Brain,Mb
107x76,P0-1,107,76,1819,764,1,Brain,Mb
107x77,P0-1,107,77,1816,774,1,Brain,Mb
107x78,P0-1,107,78,1814,782,1,Brain,Mb
107x79,P0-1,107,79,1811,792,1,Brain,Mb
107x80,P0-1,107,80,1809,802,1,Brain,Mb
107x81,P0-1,107,81,1806,810,1,Brain,Mb
107x82,P0-1,107,82,1804,820,1,Brain,Mb
107x83,P0-1,107,83,1801,829,1,Brain,Mb
107x84,P0-1,107,84,1798,838,1,Brain,Mb
107x85,P0-1,107,85,1795,847,1,Brain,Mb
107x86,P0-1,107,86,1793,857,1,Brain,Mb
107x87,P0-1,107,87,1790,866,1,Brain,Mb
107x88,P0-1,107,88,1788,875,1,Brain,Mb
107x89,P0-1,107,89,1785,885,1,Brain,Mb
107x90,P0-1,107,90,1783,893,1,Brain,Mb
107x91,P0-1,107,91,1780,903,1,Brain,Mb
107x92,P0-1,107,92,1778,912,1,Brain,Mb
107x93,P0-1,107,93,1775,921,1,Brain,Mb
107x94,P0-1,107,94,1772,931,1,Brain,Mb
107x95,P0-1,107,95,1770,939,1,Brain,Mb
107x96,P0-1,107,96,1767,949,1,Brain,Mb
107x97,P0-1,107,97,1765,958,1,Brain,Mb
107x98,P0-1,107,98,1762,967,1,Brain,Mb
107x99,P0-1,107,99,1760,976,1,Brain,Mb
108x100,P0-1,108,100,1766,988,1,Brain,Mb
108x101,P0-1,108,101,1763,998,1,Brain,Mb
108x102,P0-1,108,102,1761,1006,1,Brain,Mb
108x103,P0-1,108,103,1758,1016,1,Brain,Mb
108x104,P0-1,108,104,1756,1025,1,Brain,Mb
108x105,P0-1,108,105,1753,1034,1,Brain,Mb
108x106,P0-1,108,106,1751,1044,1,Brain,Mb
108x107,P0-1,108,107,1748,1053,1,Brain,Medulla and Pons(Hb)
108x108,P0-1,108,108,1745,1062,1,Brain,Medulla and Pons(Hb)
108x109,P0-1,108,109,1743,1071,1,Brain,Medulla and Pons(Hb)
108x110,P0-1,108,110,1740,1081,1,Brain,Medulla and Pons(Hb)
108x111,P0-1,108,111,1738,1089,1,Brain,Medulla and Pons(Hb)
108x112,P0-1,108,112,1735,1099,1,Brain,Medulla and Pons(Hb)
108x113,P0-1,108,113,1733,1109,1,Brain,Medulla and Pons(Hb)
108x114,P0-1,108,114,1730,1117,1,Brain,Medulla and Pons(Hb)
108x115,P0-1,108,115,1728,1127,1,Brain,Medulla and Pons(Hb)
108x116,P0-1,108,116,1725,1136,1,Brain,Medulla and Pons(Hb)
108x117,P0-1,108,117,1722,1145,1,Brain,Medulla and Pons(Hb)
108x118,P0-1,108,118,1719,1154,1,Brain,Medulla and Pons(Hb)
108x119,P0-1,108,119,1717,1163,1,Brain,Medulla and Pons(Hb)
108x120,P0-1,108,120,1714,1173,1,Brain,Medulla and Pons(Hb)
108x121,P0-1,108,121,1712,1182,1,Brain,Medulla and Pons(Hb)
108x122,P0-1,108,122,1709,1191,1,Brain,Medulla and Pons(Hb)
108x123,P0-1,108,123,1707,1200,1,Brain,Medulla and Pons(Hb)
108x124,P0-1,108,124,1704,1210,1,Brain,Medulla and Pons(Hb)
108x125,P0-1,108,125,1702,1218,1,Brain,Medulla and Pons(Hb)
108x126,P0-1,108,126,1699,1228,1,Brain,Medulla and Pons(Hb)
108x127,P0-1,108,127,1696,1237,1,Brain,Medulla and Pons(Hb)
108x128,P0-1,108,128,1694,1246,1,Brain,Medulla and Pons(Hb)
108x129,P0-1,108,129,1691,1256,1,Brain,Medulla and Pons(Hb)
108x130,P0-1,108,130,1689,1264,1,Brain,Medulla and Pons(Hb)
108x131,P0-1,108,131,1686,1274,1,Brain,Medulla and Pons(Hb)
108x132,P0-1,108,132,1684,1283,1,Brain,Medulla and Pons(Hb)
108x133,P0-1,108,133,1681,1292,1,Brain,Medulla and Pons(Hb)
108x134,P0-1,108,134,1679,1302,1,Brain,Medulla and Pons(Hb)
108x135,P0-1,108,135,1675,1311,1,Brain,Medulla and Pons(Hb)
108x136,P0-1,108,136,1673,1320,1,Brain,Medulla and Pons(Hb)
108x137,P0-1,108,137,1670,1329,1,Brain,Medulla and Pons(Hb)
108x138,P0-1,108,138,1668,1339,1,Brain,Medulla and Pons(Hb)
108x139,P0-1,108,139,1665,1347,1,Brain,Medulla and Pons(Hb)
108x140,P0-1,108,140,1663,1357,1,Brain,Medulla and Pons(Hb)
108x141,P0-1,108,141,1660,1367,1,Brain,Medulla and Pons(Hb)
108x142,P0-1,108,142,1658,1375,1,Brain,Medulla and Pons(Hb)
108x143,P0-1,108,143,1655,1385,1,Brain,Medulla and Pons(Hb)
108x144,P0-1,108,144,1652,1393,1,Brain,Medulla and Pons(Hb)
108x145,P0-1,108,145,1650,1403,1,Brain,Medulla and Pons(Hb)
108x146,P0-1,108,146,1647,1412,1,Brain,Medulla and Pons(Hb)
108x147,P0-1,108,147,1645,1421,1,Brain,Medulla and Pons(Hb)
108x148,P0-1,108,148,1642,1431,1,Brain,Medulla and Pons(Hb)
108x149,P0-1,108,149,1640,1440,1,Brain,Medulla and Pons(Hb)
108x150,P0-1,108,150,1637,1449,1,Brain,Medulla and Pons(Hb)
108x151,P0-1,108,151,1618,1518,1,Brain,Medulla and Pons(Hb)
108x152,P0-1,108,152,1615,1527,1,Brain,Medulla and Pons(Hb)
108x153,P0-1,108,153,1613,1537,1,Brain,Medulla and Pons(Hb)
108x154,P0-1,108,154,1610,1546,1,Brain,Medulla and Pons(Hb)
108x155,P0-1,108,155,1607,1555,1,Brain,Medulla and Pons(Hb)
108x156,P0-1,108,156,1604,1564,1,Brain,Medulla and Pons(Hb)
108x157,P0-1,108,157,1602,1574,1,Brain,Medulla and Pons(Hb)
108x158,P0-1,108,158,1599,1582,1,Brain,Medulla and Pons(Hb)
108x159,P0-1,108,159,1597,1592,1,Brain,Medulla and Pons(Hb)
108x160,P0-1,108,160,1594,1602,1,Brain,Medulla and Pons(Hb)
108x161,P0-1,108,161,1592,1610,1,Brain,Medulla and Pons(Hb)
108x71,P0-1,108,71,1840,721,1,Brain,Mb
108x72,P0-1,108,72,1838,730,1,Brain,Mb
108x73,P0-1,108,73,1836,740,1,Brain,Mb
108x74,P0-1,108,74,1833,748,1,Brain,Mb
108x75,P0-1,108,75,1831,758,1,Brain,Mb
108x76,P0-1,108,76,1828,767,1,Brain,Mb
108x77,P0-1,108,77,1826,776,1,Brain,Mb
108x78,P0-1,108,78,1823,786,1,Brain,Mb
108x79,P0-1,108,79,1821,795,1,Brain,Mb
108x80,P0-1,108,80,1817,804,1,Brain,Mb
108x81,P0-1,108,81,1815,813,1,Brain,Mb
108x82,P0-1,108,82,1812,822,1,Brain,Mb
108x83,P0-1,108,83,1810,831,1,Brain,Mb
108x84,P0-1,108,84,1807,841,1,Brain,Mb
108x85,P0-1,108,85,1805,850,1,Brain,Mb
108x86,P0-1,108,86,1803,859,1,Brain,Mb
108x87,P0-1,108,87,1800,869,1,Brain,Mb
108x88,P0-1,108,88,1798,877,1,Brain,Mb
108x89,P0-1,108,89,1794,887,1,Brain,Mb
108x90,P0-1,108,90,1792,896,1,Brain,Mb
108x91,P0-1,108,91,1789,905,1,Brain,Mb
108x92,P0-1,108,92,1787,915,1,Brain,Mb
108x93,P0-1,108,93,1784,924,1,Brain,Mb
108x94,P0-1,108,94,1782,933,1,Brain,Mb
108x95,P0-1,108,95,1779,942,1,Brain,Mb
108x96,P0-1,108,96,1777,952,1,Brain,Mb
108x97,P0-1,108,97,1774,960,1,Brain,Mb
108x98,P0-1,108,98,1771,970,1,Brain,Mb
108x99,P0-1,108,99,1768,979,1,Brain,Mb
109x100,P0-1,109,100,1776,991,1,Brain,Mb
109x101,P0-1,109,101,1773,1000,1,Brain,Mb
109x102,P0-1,109,102,1771,1009,1,Brain,Medulla and Pons(Hb)
109x103,P0-1,109,103,1768,1019,1,Brain,Mb
109x104,P0-1,109,104,1765,1027,1,Brain,Mb
109x105,P0-1,109,105,1762,1037,1,Brain,Medulla and Pons(Hb)
109x106,P0-1,109,106,1760,1046,1,Brain,Medulla and Pons(Hb)
109x107,P0-1,109,107,1757,1055,1,Brain,Medulla and Pons(Hb)
109x108,P0-1,109,108,1755,1065,1,Brain,Medulla and Pons(Hb)
109x109,P0-1,109,109,1752,1073,1,Brain,Medulla and Pons(Hb)
109x110,P0-1,109,110,1750,1083,1,Brain,Medulla and Pons(Hb)
109x111,P0-1,109,111,1747,1092,1,Brain,Medulla and Pons(Hb)
109x112,P0-1,109,112,1745,1101,1,Brain,Medulla and Pons(Hb)
109x113,P0-1,109,113,1741,1111,1,Brain,Medulla and Pons(Hb)
109x114,P0-1,109,114,1739,1120,1,Brain,Medulla and Pons(Hb)
