,UMI,GENE,sample,methods,tissue
347,8433,3783,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
348,36281,8364,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
349,12701,5149,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
350,34451,8101,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
351,6503,3229,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
352,19264,6279,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
353,4959,2812,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
354,8888,3838,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
355,3752,2227,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
356,1798,1290,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
357,7293,3461,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
358,10164,4466,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
359,21330,6800,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
360,12890,5085,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
361,7075,3480,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
362,16893,5787,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
363,6069,3060,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
364,4415,2439,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
365,21590,6287,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
366,13964,5177,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
367,9577,3999,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
368,11728,4769,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
369,6369,3266,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
370,2931,1812,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
371,19238,5783,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
372,9767,4074,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
373,5948,3062,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
374,29563,7603,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
375,21123,6200,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
376,41683,8403,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
377,7074,3382,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
378,31994,7999,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
379,10760,4565,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
380,30894,7679,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
381,6209,3097,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
382,17793,6059,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
383,3791,2272,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
384,6255,3330,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
385,5315,2737,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
386,10714,4622,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
387,25805,7232,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
388,15462,5531,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
389,10889,4773,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
390,17182,5792,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
391,5714,3031,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
392,3754,2287,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
393,15741,5429,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
394,14871,5457,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
395,9036,3956,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
396,14218,5289,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
397,17125,5697,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
398,5610,2961,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
399,6571,3121,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
400,8205,3684,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
401,5578,2995,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
402,25094,6896,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
403,18985,5789,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
404,43819,8672,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
405,8674,3808,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
406,37004,8423,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
407,13049,5126,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
408,36232,8325,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
409,7567,3627,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
410,17284,5975,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
411,3576,2227,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
412,3287,2060,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
413,4653,2489,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
414,11866,5043,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
415,24214,7100,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
416,16714,5660,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
417,11171,4750,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
418,15441,5446,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
419,6502,3303,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
420,4147,2468,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
421,10166,4167,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
422,28447,7362,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
423,13647,5001,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
424,17731,5739,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
425,21105,6215,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
426,6109,3201,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
427,6129,2982,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
428,23781,6549,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
429,17244,5640,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
430,7254,3438,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
431,11324,4618,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
432,6823,3196,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
433,13265,5170,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
434,2956,1779,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
435,17432,6050,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
436,4104,2390,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
437,13203,5085,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
438,2899,1759,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
439,5907,3125,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
440,2699,1770,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
441,3302,1879,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
442,4895,2774,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
443,4440,2589,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
444,15517,5421,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
445,16702,5651,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
446,36946,8112,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
447,20989,6294,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
448,12590,4923,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
449,20913,6444,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
450,11668,4690,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
451,6425,3053,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
452,5433,2886,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
453,21587,6472,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
454,17963,5698,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
455,38661,8206,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
456,8723,3906,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
457,35371,8292,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
458,11719,4778,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
459,39327,8441,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
460,8826,3984,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
461,20962,6617,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
462,2548,1725,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
463,12416,4976,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
464,25756,7287,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
465,17142,5896,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
466,9380,4246,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
467,12246,4860,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
468,5426,2980,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
469,3183,2023,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
470,8760,3775,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
471,24350,6807,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
472,13082,4932,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
473,20078,6147,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
474,25391,6862,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
475,18970,5646,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
476,6862,3361,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
477,4539,2660,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
478,17398,5904,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
479,13330,4981,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
480,27472,7294,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
481,5610,2907,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
482,31548,7954,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
483,13612,5345,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
484,51148,9273,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
485,11931,4776,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
486,27982,7576,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
487,3027,1920,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
488,6634,3418,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
489,18740,6264,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
490,9760,4348,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
491,4878,2766,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
492,9172,4198,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
493,4203,2470,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
494,3324,2158,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
495,11019,4390,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
496,24285,6842,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
497,11583,4617,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
498,22696,6639,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
499,27973,7073,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
500,24126,6481,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
501,3607,2147,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
502,21686,6527,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
503,15026,5402,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
504,29139,7479,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
505,6225,3166,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
506,30996,7944,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
507,12869,5242,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
508,42561,8802,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
509,8581,3900,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
510,14919,5527,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
511,6568,3272,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
512,8358,3963,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
513,4708,2697,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
514,9557,4255,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
515,3349,2010,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
516,2390,1640,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
517,10100,4213,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
518,22685,6580,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
519,11169,4533,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
520,19958,6210,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
521,23579,6593,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
522,23901,6496,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
523,12287,4545,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
524,24367,6791,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
525,15982,5536,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
526,33469,8038,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
527,7555,3712,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
528,36809,8546,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
529,16656,6048,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
530,43025,8845,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
531,6229,3107,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
532,16993,5881,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
533,10773,4527,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
534,7024,3533,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
535,13088,5054,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
536,5458,2925,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
537,3593,2190,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
538,11648,4707,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
539,21903,6543,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
540,10866,4376,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
541,18692,5998,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
542,16124,5663,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
543,22554,6438,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
544,13009,4770,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
545,4468,2648,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
546,4690,2595,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
547,7535,3704,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
548,5553,3175,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
549,14506,5376,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
550,16644,5745,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
551,35520,8025,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
552,22726,6674,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
553,14456,5392,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
554,23194,6695,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
555,4632,2563,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
556,10515,4347,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
557,11709,4727,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
558,2742,1737,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
559,12687,5080,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
560,23987,6996,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
561,14860,5463,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
562,7218,3581,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
563,12527,4811,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
564,4938,2733,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
565,2815,1830,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
566,8874,4130,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
567,23510,6698,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
568,11673,4675,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
569,17787,5872,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
570,20914,6308,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
571,9612,4136,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
572,9986,4104,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
573,17506,5782,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
574,2235,1381,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
575,10344,4151,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
576,17398,6022,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
577,32741,8067,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
578,21607,6600,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
579,11395,4777,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
580,16052,5575,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
581,6046,3146,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
582,3454,2146,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
583,10852,4593,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
584,27409,7173,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
585,12829,4901,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
586,19700,6147,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
587,22460,6593,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
588,23293,6408,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
589,3553,2091,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
590,9633,3991,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
591,10081,4258,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
592,6408,3084,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
593,16536,5756,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
594,3267,1885,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
595,20406,6432,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
596,11868,4875,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
597,52495,9329,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
598,12579,4862,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
599,33439,7941,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
600,8788,4064,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
601,12013,4912,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
602,9285,4176,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
603,5156,2878,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
604,12852,4859,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
605,6480,3096,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
606,2644,1724,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
607,3965,2293,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
608,3359,1998,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
609,2390,1466,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
610,9206,3854,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
611,17454,5636,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
612,10576,4564,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
613,28835,7654,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
614,17576,6003,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
615,9921,4476,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
616,16820,5862,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
617,5914,3091,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
618,4051,2463,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
619,10071,4439,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
620,25789,6949,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
621,13493,4975,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
622,19133,6075,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
623,23372,6652,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
624,22208,6467,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
625,15043,5159,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
626,17774,5683,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
627,7930,3759,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
628,2651,1717,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
629,10992,4514,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
630,2734,1728,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
631,4562,2465,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
632,3646,2200,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
633,2619,1720,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
634,10964,4425,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
635,22609,6324,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
636,12981,5151,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
637,30737,7870,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
638,19676,6306,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
639,11670,4868,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
640,15516,5523,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
641,7855,3627,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
642,4410,2562,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
643,12002,4763,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
644,25907,6941,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
645,13976,5047,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
646,20779,6251,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
647,27193,7183,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
648,26187,6842,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
649,17865,5767,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
650,18179,5829,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
651,8151,3795,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
652,4897,2588,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
653,22196,6591,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
654,15464,5300,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
655,27638,7157,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
656,5072,2587,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
657,21162,6513,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
658,7546,3532,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
659,34413,8020,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
660,10322,4397,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
661,29032,7509,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
662,7822,3796,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
663,8986,4072,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
664,9344,4236,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
665,7003,3534,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
666,17617,5652,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
667,11367,4581,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
668,16164,5666,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
669,9885,4139,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
670,5259,2873,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
671,11790,4842,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
672,2327,1582,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
673,3261,2035,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
674,4269,2508,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
675,2234,1504,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
676,18781,5886,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
677,16736,5852,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
678,33325,7982,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
679,18619,6206,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
680,10433,4562,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
681,15976,5590,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
682,6705,3421,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
683,3425,2097,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
684,8776,4099,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
685,19969,6289,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
686,12268,4796,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
687,20418,6324,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
688,21983,6558,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
689,23737,6544,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
690,16707,5490,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
691,20011,5976,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
692,6997,3537,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
693,16708,5846,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
694,2707,1738,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
695,3579,2073,E10_0725e10cl-10,"DBiT-seq
(E10,50um)",E10
